Command: ,5.00T ,[mus] ,rpm ,rpm ,s1 ,mA , 
val ,err ,val ,err , 
853340464 ,3717.47 ,5.60 ,227.87 ,203.29 , 
853437302 ,3719.93 ,2.13 ,81.38 ,56.38 , 
853534144 ,3712.56 ,1.91 ,81.38 ,56.38 , 
853631000 ,3718.09 ,6.14 ,179.04 ,74.59 , 
853727884 ,3717.78 ,4.35 ,179.04 ,184.86 , 
853824782 ,3719.93 ,2.13 ,113.93 ,74.59 , 
853921628 ,3715.63 ,5.12 ,81.38 ,74.59 , 
854018440 ,3718.70 ,3.49 ,97.66 ,48.83 , 
854115292 ,3717.16 ,5.40 ,32.55 ,28.19 , 
854212178 ,3715.02 ,6.13 ,146.48 ,129.19 , 
854309084 ,3709.81 ,2.31 ,48.83 ,48.83 , 
854405908 ,3718.39 ,3.19 ,162.76 ,74.59 , 
854502806 ,3719.62 ,1.92 ,162.76 ,112.76 , 
854599704 ,3717.78 ,6.67 ,81.38 ,74.59 , 
854696490 ,3717.78 ,5.55 ,146.48 ,146.48 , 
854793382 ,3710.73 ,1.06 ,81.38 ,140.95 , 
854890208 ,3719.01 ,2.96 ,65.10 ,28.19 , 
854987020 ,3718.39 ,4.02 ,81.38 ,74.59 , 
855083890 ,3719.62 ,1.07 ,130.21 ,101.64 , 
855180826 ,3718.09 ,5.32 ,162.76 ,197.34 , 
855277646 ,3720.55 ,1.07 ,130.21 ,28.19 , 
855374492 ,3712.87 ,0.92 ,48.83 ,48.83 , 
855471298 ,3714.10 ,6.12 ,179.04 ,101.64 , 
855568216 ,3719.62 ,1.92 ,97.66 ,48.83 , 
855665006 ,3716.55 ,5.13 ,130.21 ,140.95 , 
855761934 ,3715.94 ,7.72 ,32.55 ,28.19 , 
855858736 ,3719.62 ,4.26 ,227.87 ,112.76 , 
855955634 ,3716.86 ,5.07 ,32.55 ,56.38 , 
856052434 ,3717.47 ,5.60 ,162.76 ,122.88 , 
856149338 ,3719.62 ,1.92 ,65.10 ,74.59 , 
856246162 ,3712.26 ,2.12 ,227.87 ,156.96 , 
856343084 ,3720.85 ,1.41 ,48.83 ,0.00 , 
856439714 ,3717.78 ,5.92 ,65.10 ,74.59 , 
856536746 ,3713.48 ,3.48 ,81.38 ,56.38 , 
856633610 ,3714.10 ,6.12 ,146.48 ,48.83 , 
856730480 ,3715.02 ,7.72 ,130.21 ,28.19 , 
856827336 ,3719.01 ,4.55 ,65.10 ,74.59 , 
856924160 ,3720.55 ,1.92 ,130.21 ,140.95 , 
857021100 ,3718.39 ,5.61 ,97.66 ,129.19 , 
857117890 ,3712.87 ,6.43 ,97.66 ,84.57 , 
857214704 ,3718.70 ,6.80 ,179.04 ,184.86 , 
857311626 ,3714.40 ,5.84 ,130.21 ,140.95 , 
857408502 ,3720.55 ,1.92 ,162.76 ,122.88 , 
857505350 ,3714.10 ,4.54 ,146.48 ,146.48 , 
857602230 ,3712.26 ,1.40 ,146.48 ,48.83 , 
857699070 ,3719.01 ,4.55 ,65.10 ,28.19 , 
857795904 ,3719.93 ,1.41 ,48.83 ,48.83 , 
857892772 ,3710.42 ,0.53 ,97.66 ,129.19 , 
857989672 ,3720.85 ,1.41 ,48.83 ,48.83 , 
858086504 ,3711.95 ,1.84 ,65.10 ,28.19 , 
858183394 ,3717.16 ,6.54 ,48.83 ,0.00 , 
858280080 ,3720.55 ,0.53 ,113.93 ,122.88 , 
858377198 ,3713.18 ,3.71 ,97.66 ,0.00 , 
858473834 ,3715.02 ,6.13 ,48.83 ,48.83 , 
858570868 ,3715.63 ,4.22 ,113.93 ,112.76 , 
858667816 ,3711.95 ,2.43 ,113.93 ,122.88 , 
858764704 ,3713.18 ,7.14 ,146.48 ,129.19 , 
858861592 ,3718.09 ,5.32 ,81.38 ,28.19 , 
858958404 ,3710.73 ,2.12 ,48.83 ,48.83 , 
859055292 ,3715.32 ,5.55 ,48.83 ,0.00 , 
859152006 ,3717.16 ,5.32 ,113.93 ,56.38 , 
859249104 ,3712.87 ,4.01 ,97.66 ,97.66 , 
859345930 ,3716.86 ,4.35 ,65.10 ,28.19 , 
859442846 ,3712.26 ,2.31 ,113.93 ,74.59 , 
859539760 ,3710.42 ,0.53 ,146.48 ,169.15 , 
859636656 ,3712.87 ,4.01 ,146.48 ,129.19 , 
859733532 ,3715.02 ,6.13 ,48.83 ,48.83 , 
859830346 ,3713.18 ,6.52 ,48.83 ,48.83 , 
859927244 ,3716.86 ,2.96 ,97.66 ,169.15 , 
860024174 ,3709.81 ,2.12 ,97.66 ,84.57 , 
860121050 ,3718.09 ,6.14 ,113.93 ,74.59 , 
860217928 ,3720.85 ,2.13 ,113.93 ,74.59 , 
860314826 ,3719.01 ,8.06 ,81.38 ,28.19 , 
860411698 ,3715.02 ,5.62 ,97.66 ,97.66 , 
860508554 ,3720.55 ,1.92 ,48.83 ,0.00 , 
860605284 ,3713.79 ,4.01 ,65.10 ,56.38 , 
860702388 ,3711.03 ,0.92 ,32.55 ,28.19 , 
860799258 ,3715.32 ,4.63 ,0.00 ,0.00 , 
860895930 ,3709.50 ,1.91 ,65.10 ,28.19 , 
860993050 ,3718.39 ,6.39 ,113.93 ,156.96 , 
861089986 ,3713.48 ,3.72 ,65.10 ,28.19 , 
861186858 ,3711.95 ,2.43 ,146.48 ,129.19 , 
861283788 ,3716.24 ,5.63 ,162.76 ,112.76 , 
861380684 ,3717.78 ,6.67 ,130.21 ,101.64 , 
861477572 ,3717.16 ,5.99 ,113.93 ,74.59 , 
861574452 ,3710.73 ,0.53 ,146.48 ,84.57 , 
861671328 ,3721.78 ,1.92 ,48.83 ,0.00 , 
861768022 ,3716.55 ,4.22 ,162.76 ,156.96 , 
861865158 ,3716.86 ,4.64 ,48.83 ,48.83 , 
861962010 ,3714.10 ,5.31 ,146.48 ,129.19 , 
862058944 ,3716.55 ,5.75 ,113.93 ,28.19 , 
862155820 ,3712.56 ,2.65 ,97.66 ,84.57 , 
862252682 ,3718.39 ,4.88 ,81.38 ,28.19 , 
862349574 ,3713.18 ,4.53 ,113.93 ,156.96 , 
862446512 ,3712.87 ,6.43 ,179.04 ,101.64 , 
862543410 ,3712.26 ,2.95 ,48.83 ,0.00 , 
862640052 ,3714.10 ,5.39 ,130.21 ,101.64 , 
862737150 ,3720.24 ,2.44 ,113.93 ,122.88 , 
862834042 ,3714.10 ,6.12 ,130.21 ,122.88 , 
862930944 ,3713.18 ,4.53 ,130.21 ,149.17 , 
863027828 ,3714.10 ,2.65 ,162.76 ,156.96 , 
863124722 ,3713.18 ,7.14 ,130.21 ,101.64 , 
863221664 ,3714.40 ,5.84 ,97.66 ,84.57 , 
863318480 ,3716.86 ,4.35 ,81.38 ,74.59 , 
863415378 ,3715.63 ,4.60 ,113.93 ,28.19 , 
863512276 ,3715.63 ,5.52 ,65.10 ,28.19 , 
863609140 ,3713.18 ,6.26 ,65.10 ,28.19 , 
863706066 ,3713.18 ,6.96 ,130.21 ,74.59 , 
863803010 ,3718.39 ,5.61 ,32.55 ,74.59 , 
863899856 ,3715.32 ,4.63 ,81.38 ,28.19 , 
863996766 ,3719.93 ,2.13 ,97.66 ,129.19 , 
864093694 ,3714.71 ,5.60 ,32.55 ,28.19 , 
864190572 ,3713.79 ,4.21 ,81.38 ,28.19 , 
864287482 ,3715.32 ,4.63 ,162.76 ,122.88 , 
864384442 ,3712.87 ,6.63 ,130.21 ,74.59 , 
864481320 ,3717.78 ,6.67 ,16.27 ,56.38 , 
864578176 ,3717.47 ,5.13 ,179.04 ,140.95 , 
864675114 ,3714.10 ,5.31 ,162.76 ,122.88 , 
864772018 ,3715.02 ,4.72 ,81.38 ,56.38 , 
864868870 ,3716.24 ,5.55 ,48.83 ,0.00 , 
864965566 ,3713.79 ,3.32 ,32.55 ,28.19 , 
865062674 ,3717.16 ,6.13 ,65.10 ,112.76 , 
865159598 ,3715.32 ,5.55 ,81.38 ,74.59 , 
865256496 ,3715.63 ,4.60 ,162.76 ,156.96 , 
865353444 ,3714.71 ,4.87 ,130.21 ,140.95 , 
865450344 ,3716.24 ,4.72 ,97.66 ,84.57 , 
865547208 ,3711.95 ,8.42 ,162.76 ,171.48 , 
865644172 ,3716.55 ,4.22 ,97.66 ,48.83 , 
865741008 ,3714.10 ,6.12 ,130.21 ,56.38 , 
865837950 ,3716.24 ,5.63 ,97.66 ,48.83 , 
865934818 ,3718.39 ,5.61 ,81.38 ,56.38 , 
866031752 ,3713.18 ,7.82 ,32.55 ,28.19 , 
866128666 ,3715.32 ,4.63 ,113.93 ,28.19 , 
866225598 ,3717.16 ,5.40 ,81.38 ,56.38 , 
