Command: ,6.25T ,[mus] ,rpm ,rpm ,s1 ,mA , 
val ,err ,val ,err , 
185569170 ,4256.12 ,1.84 ,179.04 ,149.17 , 
185653770 ,4255.72 ,5.71 ,97.66 ,0.00 , 
185738112 ,4259.35 ,6.66 ,130.21 ,74.59 , 
185822906 ,4255.72 ,4.57 ,81.38 ,56.38 , 
185907456 ,4256.12 ,2.79 ,113.93 ,56.38 , 
185992046 ,4257.73 ,0.00 ,211.59 ,240.86 , 
186076492 ,4260.56 ,5.97 ,211.59 ,156.96 , 
186161190 ,4256.93 ,3.69 ,48.83 ,48.83 , 
186245726 ,4255.72 ,8.90 ,130.21 ,140.95 , 
186330342 ,4251.70 ,6.71 ,130.21 ,56.38 , 
186414880 ,4256.53 ,2.09 ,81.38 ,56.38 , 
186499420 ,4258.14 ,4.25 ,195.31 ,195.31 , 
186584060 ,4258.54 ,1.40 ,244.14 ,129.19 , 
186668630 ,4257.33 ,3.88 ,81.38 ,74.59 , 
186753156 ,4258.14 ,0.70 ,81.38 ,101.64 , 
186837780 ,4253.31 ,4.87 ,97.66 ,0.00 , 
186922154 ,4252.10 ,6.85 ,227.87 ,140.95 , 
187006984 ,4256.53 ,2.09 ,81.38 ,28.19 , 
187091496 ,4256.12 ,5.96 ,97.66 ,48.83 , 
187176074 ,4252.50 ,7.37 ,146.48 ,97.66 , 
187260700 ,4252.10 ,6.85 ,130.21 ,101.64 , 
187345318 ,4259.35 ,2.79 ,195.31 ,176.05 , 
187429880 ,4261.36 ,6.29 ,130.21 ,56.38 , 
187514444 ,4256.12 ,5.03 ,195.31 ,176.05 , 
187599036 ,4260.15 ,6.74 ,65.10 ,56.38 , 
187683594 ,4254.51 ,4.57 ,195.31 ,84.57 , 
187768220 ,4260.56 ,4.89 ,195.31 ,195.31 , 
187852810 ,4258.14 ,0.70 ,65.10 ,28.19 , 
187937364 ,4254.92 ,3.88 ,97.66 ,48.83 , 
188021928 ,4257.33 ,3.04 ,48.83 ,48.83 , 
188106530 ,4256.12 ,1.84 ,65.10 ,28.19 , 
188191128 ,4256.12 ,2.79 ,179.04 ,184.86 , 
188275754 ,4256.93 ,2.51 ,130.21 ,140.95 , 
188360348 ,4254.51 ,3.69 ,113.93 ,74.59 , 
188444920 ,4257.73 ,0.00 ,97.66 ,48.83 , 
188529296 ,4256.53 ,2.09 ,65.10 ,28.19 , 
188614010 ,4254.51 ,4.57 ,65.10 ,28.19 , 
188698612 ,4254.92 ,3.48 ,162.76 ,156.96 , 
188783240 ,4257.33 ,1.85 ,130.21 ,140.95 , 
188867826 ,4256.93 ,1.39 ,130.21 ,184.86 , 
188952400 ,4254.51 ,9.22 ,81.38 ,28.19 , 
189036938 ,4251.70 ,6.71 ,65.10 ,28.19 , 
189121510 ,4256.93 ,3.69 ,65.10 ,74.59 , 
189206090 ,4256.12 ,5.96 ,146.48 ,169.15 , 
189290708 ,4256.12 ,2.79 ,113.93 ,74.59 , 
189375284 ,4256.53 ,2.09 ,97.66 ,48.83 , 
189459820 ,4253.71 ,4.24 ,146.48 ,129.19 , 
189544498 ,4258.54 ,1.40 ,146.48 ,146.48 , 
189629076 ,4252.91 ,6.03 ,211.59 ,122.88 , 
189713642 ,4258.14 ,0.70 ,113.93 ,74.59 , 
189798206 ,4262.17 ,4.89 ,81.38 ,28.19 , 
189882790 ,4256.53 ,2.09 ,211.59 ,197.34 , 
189967424 ,4256.93 ,1.39 ,97.66 ,48.83 , 
190051936 ,4251.30 ,6.64 ,65.10 ,28.19 , 
190136546 ,4248.09 ,5.24 ,48.83 ,48.83 , 
190221106 ,4256.12 ,2.79 ,65.10 ,28.19 , 
190305716 ,4259.35 ,1.85 ,81.38 ,101.64 , 
190390322 ,4256.93 ,1.39 ,97.66 ,48.83 , 
190474872 ,4256.53 ,4.36 ,81.38 ,56.38 , 
190559466 ,4255.32 ,2.09 ,48.83 ,84.57 , 
190644058 ,4258.54 ,2.52 ,179.04 ,230.75 , 
190728714 ,4252.10 ,7.27 ,81.38 ,28.19 , 
190813246 ,4258.14 ,0.70 ,97.66 ,48.83 , 
190897832 ,4258.54 ,3.69 ,81.38 ,101.64 , 
190982472 ,4252.10 ,6.85 ,195.31 ,169.15 , 
191067108 ,4256.53 ,2.09 ,81.38 ,28.19 , 
191151648 ,4252.91 ,6.71 ,130.21 ,74.59 , 
191236286 ,4252.50 ,6.19 ,97.66 ,48.83 , 
191320840 ,4262.17 ,4.25 ,81.38 ,28.19 , 
191405484 ,4253.31 ,7.66 ,81.38 ,28.19 , 
191490082 ,4256.93 ,1.39 ,162.76 ,122.88 , 
191574734 ,4250.90 ,6.63 ,113.93 ,56.38 , 
191659304 ,4250.50 ,5.25 ,81.38 ,28.19 , 
191743894 ,4254.92 ,4.88 ,81.38 ,101.64 , 
191828530 ,4256.93 ,3.49 ,97.66 ,84.57 , 
191913086 ,4253.71 ,6.96 ,227.87 ,149.17 , 
191997760 ,4252.10 ,6.85 ,130.21 ,28.19 , 
192082340 ,4256.53 ,2.09 ,113.93 ,56.38 , 
192166960 ,4255.32 ,9.88 ,195.31 ,176.05 , 
192251568 ,4253.31 ,7.27 ,65.10 ,28.19 , 
192336120 ,4256.53 ,2.09 ,146.48 ,84.57 , 
192420728 ,4253.31 ,4.24 ,65.10 ,28.19 , 
192505308 ,4253.71 ,8.03 ,48.83 ,0.00 , 
192589708 ,4256.93 ,1.39 ,113.93 ,28.19 , 
192674534 ,4251.30 ,6.64 ,97.66 ,0.00 , 
192758898 ,4259.75 ,6.88 ,146.48 ,84.57 , 
192843688 ,4256.12 ,2.79 ,195.31 ,195.31 , 
192928330 ,4252.50 ,6.64 ,48.83 ,0.00 , 
193012670 ,4260.15 ,3.20 ,162.76 ,156.96 , 
193097486 ,4256.53 ,2.09 ,113.93 ,56.38 , 
193182062 ,4247.69 ,5.56 ,195.31 ,97.66 , 
193266662 ,4254.92 ,4.88 ,130.21 ,74.59 , 
193351250 ,4252.91 ,7.23 ,97.66 ,84.57 , 
193435790 ,4256.93 ,2.51 ,97.66 ,48.83 , 
193520368 ,4253.31 ,4.24 ,276.69 ,74.59 , 
193604990 ,4259.35 ,2.79 ,130.21 ,122.88 , 
193689602 ,4256.53 ,2.09 ,130.21 ,74.59 , 
193774180 ,4250.09 ,6.63 ,97.66 ,84.57 , 
193858728 ,4249.69 ,4.23 ,146.48 ,97.66 , 
193943334 ,4251.70 ,6.71 ,65.10 ,28.19 , 
194027912 ,4256.12 ,2.79 ,162.76 ,56.38 , 
194112504 ,4255.32 ,4.18 ,48.83 ,48.83 , 
194197048 ,4257.73 ,2.42 ,146.48 ,129.19 , 
194281688 ,4256.53 ,2.09 ,65.10 ,28.19 , 
194366276 ,4257.73 ,0.00 ,260.42 ,122.88 , 
194450772 ,4256.12 ,2.79 ,32.55 ,28.19 , 
194535450 ,4255.32 ,8.71 ,179.04 ,122.88 , 
194620100 ,4255.72 ,2.51 ,113.93 ,28.19 , 
194704670 ,4254.92 ,4.88 ,81.38 ,56.38 , 
194789226 ,4252.10 ,6.85 ,244.14 ,97.66 , 
194873816 ,4258.54 ,1.40 ,81.38 ,56.38 , 
194958414 ,4249.29 ,3.61 ,97.66 ,48.83 , 
195042988 ,4256.53 ,3.20 ,65.10 ,28.19 , 
195127606 ,4260.56 ,4.89 ,211.59 ,156.96 , 
195212216 ,4256.12 ,1.84 ,65.10 ,28.19 , 
195296750 ,4257.33 ,2.52 ,97.66 ,97.66 , 
195381344 ,4250.09 ,3.68 ,211.59 ,203.29 , 
195466016 ,4253.71 ,8.03 ,195.31 ,176.05 , 
195550578 ,4260.56 ,4.89 ,146.48 ,129.19 , 
195635182 ,4254.51 ,5.57 ,81.38 ,28.19 , 
195719742 ,4256.12 ,1.39 ,81.38 ,28.19 , 
195804348 ,4255.72 ,5.71 ,146.48 ,129.19 , 
195888982 ,4252.10 ,6.85 ,146.48 ,48.83 , 
195973504 ,4254.51 ,5.57 ,113.93 ,156.96 , 
196058150 ,4252.50 ,7.37 ,113.93 ,28.19 , 
196142706 ,4262.17 ,5.72 ,113.93 ,28.19 , 
196227312 ,4254.51 ,8.89 ,65.10 ,56.38 , 
196311882 ,4251.70 ,6.38 ,48.83 ,48.83 , 
196396436 ,4255.72 ,2.51 ,81.38 ,56.38 , 
196481042 ,4253.71 ,4.88 ,65.10 ,28.19 , 
196565646 ,4254.51 ,8.73 ,81.38 ,74.59 , 
196650220 ,4256.12 ,2.79 ,162.76 ,122.88 , 
196734848 ,4257.73 ,0.00 ,65.10 ,28.19 , 
196819246 ,4258.14 ,9.07 ,130.21 ,28.19 , 
196903982 ,4256.93 ,3.69 ,81.38 ,56.38 , 
196988548 ,4261.36 ,4.19 ,113.93 ,74.59 , 
197073124 ,4254.51 ,5.57 ,97.66 ,0.00 , 
197157486 ,4256.53 ,2.09 ,146.48 ,48.83 , 
197242254 ,4256.53 ,2.09 ,81.38 ,28.19 , 
197326838 ,4258.54 ,1.40 ,195.31 ,97.66 , 
197411416 ,4257.33 ,3.88 ,65.10 ,74.59 , 
197495984 ,4259.35 ,2.79 ,179.04 ,197.34 , 
197580624 ,4259.35 ,7.39 ,146.48 ,176.05 , 
197665182 ,4259.35 ,2.79 ,146.48 ,84.57 , 
197749744 ,4252.91 ,7.33 ,65.10 ,28.19 , 
197834292 ,4258.94 ,1.21 ,211.59 ,122.88 , 
197918918 ,4254.11 ,4.83 ,179.04 ,156.96 , 
198003478 ,4260.56 ,4.89 ,81.38 ,28.19 , 
198088024 ,4254.92 ,4.88 ,97.66 ,84.57 , 
198172592 ,4256.12 ,1.84 ,113.93 ,74.59 , 
198257202 ,4257.73 ,2.42 ,130.21 ,122.88 , 
198341782 ,4258.94 ,4.36 ,48.83 ,48.83 , 
198426330 ,4258.54 ,1.40 ,146.48 ,48.83 , 
198510936 ,4256.12 ,2.79 ,113.93 ,74.59 , 
198595532 ,4259.35 ,2.79 ,81.38 ,28.19 , 
198680070 ,4255.72 ,0.70 ,162.76 ,171.48 , 
198764692 ,4257.33 ,3.04 ,113.93 ,74.59 , 
198849282 ,4252.50 ,7.37 ,211.59 ,149.17 , 
198933854 ,4259.35 ,2.79 ,48.83 ,0.00 , 
199018202 ,4256.53 ,2.09 ,65.10 ,28.19 , 
199102970 ,4256.93 ,1.39 ,130.21 ,184.86 , 
199187614 ,4255.72 ,3.49 ,162.76 ,122.88 , 
199272170 ,4257.33 ,3.04 ,113.93 ,28.19 , 
199356728 ,4256.12 ,2.79 ,48.83 ,48.83 , 
199441262 ,4255.32 ,2.09 ,162.76 ,101.64 , 
199525916 ,4259.75 ,3.49 ,97.66 ,48.83 , 
199610434 ,4252.50 ,7.06 ,65.10 ,74.59 , 
199695034 ,4249.69 ,7.05 ,65.10 ,56.38 , 
199779608 ,4258.14 ,4.25 ,48.83 ,0.00 , 
199864014 ,4256.12 ,2.79 ,65.10 ,56.38 , 
199948818 ,4253.31 ,7.27 ,65.10 ,56.38 , 
200033368 ,4255.32 ,4.18 ,309.24 ,225.53 , 
200118004 ,4252.50 ,7.06 ,97.66 ,0.00 , 
200202344 ,4256.53 ,2.09 ,81.38 ,28.19 , 
200287130 ,4257.73 ,0.00 ,211.59 ,149.17 , 
200371598 ,4260.96 ,4.58 ,113.93 ,156.96 , 
200456294 ,4259.75 ,2.52 ,179.04 ,184.86 , 
200540850 ,4256.12 ,1.39 ,65.10 ,28.19 , 
200625362 ,4254.92 ,9.37 ,162.76 ,122.88 , 
200709986 ,4256.53 ,2.09 ,162.76 ,122.88 , 
200794554 ,4257.73 ,0.00 ,113.93 ,74.59 , 
200878992 ,4261.36 ,5.28 ,179.04 ,149.17 , 
200963706 ,4257.73 ,2.42 ,48.83 ,48.83 , 
201048214 ,4255.72 ,3.49 ,81.38 ,28.19 , 
201132786 ,4256.12 ,1.84 ,65.10 ,56.38 , 
201217360 ,4260.96 ,5.59 ,81.38 ,56.38 , 
201301944 ,4257.73 ,4.83 ,146.48 ,169.15 , 
201386546 ,4258.54 ,0.70 ,81.38 ,56.38 , 
201471078 ,4256.93 ,1.39 ,97.66 ,48.83 , 
201555654 ,4258.14 ,0.70 ,97.66 ,0.00 , 
201640042 ,4257.73 ,8.46 ,81.38 ,74.59 , 
201724802 ,4251.70 ,6.71 ,179.04 ,149.17 , 
201809450 ,4252.10 ,6.07 ,81.38 ,56.38 , 
201893964 ,4254.92 ,9.76 ,179.04 ,149.17 , 
201978576 ,4258.14 ,1.85 ,113.93 ,28.19 , 
202063118 ,4260.96 ,5.59 ,146.48 ,129.19 , 
202147732 ,4259.35 ,2.79 ,179.04 ,74.59 , 
202232292 ,4252.10 ,6.07 ,146.48 ,176.05 , 
202316884 ,4255.32 ,6.39 ,32.55 ,28.19 , 
202401420 ,4256.12 ,1.39 ,97.66 ,97.66 , 
202485976 ,4254.92 ,9.37 ,97.66 ,0.00 , 
202570376 ,4260.96 ,5.59 ,179.04 ,112.76 , 
202655180 ,4257.33 ,0.70 ,211.59 ,122.88 , 
202739750 ,4258.14 ,3.69 ,113.93 ,28.19 , 
202824294 ,4257.73 ,2.42 ,146.48 ,129.19 , 
202908904 ,4256.93 ,12.10 ,179.04 ,184.86 , 
202993504 ,4252.10 ,6.85 ,130.21 ,140.95 , 
203078034 ,4256.53 ,2.09 ,81.38 ,28.19 , 
203162562 ,4258.94 ,4.36 ,146.48 ,176.05 , 
203247198 ,4254.51 ,6.65 ,179.04 ,140.95 , 
203331772 ,4256.93 ,1.39 ,113.93 ,74.59 , 
203416346 ,4254.92 ,4.88 ,179.04 ,184.86 , 
203500946 ,4255.32 ,2.09 ,97.66 ,48.83 , 
203585454 ,4256.12 ,10.96 ,146.48 ,129.19 , 
203670120 ,4257.33 ,9.77 ,211.59 ,197.34 , 
203754668 ,4259.75 ,3.49 ,81.38 ,74.59 , 
203839194 ,4256.93 ,1.39 ,162.76 ,156.96 , 
203923822 ,4256.12 ,1.84 ,179.04 ,101.64 , 
204008428 ,4254.92 ,9.37 ,146.48 ,129.19 , 
204092986 ,4261.36 ,4.19 ,130.21 ,101.64 , 
204177550 ,4256.93 ,2.51 ,65.10 ,28.19 , 
204262078 ,4255.32 ,2.41 ,113.93 ,74.59 , 
204346698 ,4254.92 ,4.88 ,162.76 ,101.64 , 
204431320 ,4256.12 ,1.84 ,179.04 ,149.17 , 
204515884 ,4258.54 ,1.40 ,65.10 ,28.19 , 
204600414 ,4249.69 ,4.23 ,113.93 ,74.59 , 
204685016 ,4260.96 ,4.58 ,65.10 ,28.19 , 
204769568 ,4256.12 ,2.79 ,48.83 ,0.00 , 
204853954 ,4254.92 ,4.88 ,162.76 ,101.64 , 
204938786 ,4248.49 ,5.01 ,179.04 ,184.86 , 
205023382 ,4257.33 ,3.04 ,195.31 ,48.83 , 
205107944 ,4254.11 ,6.27 ,162.76 ,122.88 , 
205192536 ,4260.56 ,4.89 ,97.66 ,48.83 , 
205277072 ,4254.51 ,5.57 ,65.10 ,74.59 , 
205361668 ,4260.56 ,7.09 ,81.38 ,28.19 , 
205446260 ,4255.72 ,5.71 ,113.93 ,74.59 , 
205530896 ,4257.33 ,3.04 ,97.66 ,0.00 , 
205615242 ,4257.33 ,0.70 ,146.48 ,97.66 , 
205700042 ,4253.71 ,9.05 ,146.48 ,169.15 , 
205784668 ,4257.73 ,2.42 ,65.10 ,28.19 , 
205869212 ,4260.15 ,4.19 ,81.38 ,101.64 , 
205953838 ,4252.10 ,6.85 ,162.76 ,240.86 , 
206038434 ,4256.53 ,2.09 ,65.10 ,28.19 , 
206122960 ,4258.14 ,4.89 ,97.66 ,48.83 , 
206207552 ,4254.51 ,8.73 ,48.83 ,48.83 , 
206292146 ,4252.50 ,7.06 ,81.38 ,101.64 , 
206376766 ,4254.92 ,4.88 ,32.55 ,28.19 , 
206461316 ,4255.32 ,2.09 ,195.31 ,129.19 , 
206545960 ,4257.33 ,3.04 ,211.59 ,122.88 , 
206630580 ,4252.50 ,6.64 ,65.10 ,28.19 , 
206715084 ,4254.92 ,4.88 ,146.48 ,176.05 , 
206799712 ,4256.53 ,2.09 ,179.04 ,101.64 , 
206884290 ,4261.36 ,6.29 ,48.83 ,48.83 , 
206968822 ,4256.12 ,3.88 ,113.93 ,112.76 , 
207053468 ,4252.91 ,7.23 ,65.10 ,56.38 , 
207138000 ,4260.56 ,4.89 ,65.10 ,28.19 , 
207222582 ,4257.73 ,8.46 ,309.24 ,277.65 , 
207307202 ,4259.35 ,2.79 ,81.38 ,28.19 , 
207391738 ,4256.93 ,1.39 ,130.21 ,74.59 , 
207476328 ,4259.35 ,1.40 ,162.76 ,122.88 , 
