Command: ,6.25T ,[mus] ,rpm ,rpm ,s1 ,mA , 
val ,err ,val ,err , 
745265910 ,4262.17 ,5.72 ,162.76 ,112.76 , 
745350388 ,4262.17 ,4.89 ,162.76 ,122.88 , 
745434894 ,4258.94 ,2.09 ,130.21 ,140.95 , 
745519368 ,4260.96 ,6.67 ,65.10 ,56.38 , 
745603814 ,4257.73 ,0.00 ,162.76 ,156.96 , 
745688214 ,4253.31 ,4.24 ,179.04 ,149.17 , 
745772832 ,4256.12 ,2.79 ,113.93 ,122.88 , 
745857322 ,4259.35 ,2.79 ,130.21 ,184.86 , 
745941780 ,4260.96 ,5.59 ,130.21 ,101.64 , 
746026260 ,4261.36 ,9.61 ,97.66 ,169.15 , 
746110706 ,4257.73 ,4.83 ,113.93 ,112.76 , 
746195208 ,4258.54 ,1.40 ,146.48 ,146.48 , 
746279676 ,4257.33 ,2.79 ,48.83 ,48.83 , 
746364100 ,4257.73 ,0.00 ,130.21 ,140.95 , 
746448514 ,4257.73 ,3.63 ,146.48 ,169.15 , 
746533118 ,4257.33 ,3.04 ,81.38 ,28.19 , 
746617578 ,4257.73 ,3.20 ,130.21 ,122.88 , 
746702068 ,4265.00 ,10.50 ,162.76 ,122.88 , 
746786580 ,4260.96 ,8.92 ,48.83 ,0.00 , 
746870818 ,4258.94 ,4.36 ,65.10 ,28.19 , 
746955498 ,4262.98 ,9.09 ,195.31 ,84.57 , 
747039982 ,4261.36 ,6.29 ,32.55 ,28.19 , 
747124444 ,4257.73 ,0.00 ,130.21 ,140.95 , 
747208850 ,4262.98 ,4.25 ,113.93 ,74.59 , 
747293440 ,4260.56 ,9.40 ,65.10 ,28.19 , 
747377888 ,4265.00 ,10.50 ,130.21 ,56.38 , 
747462390 ,4260.96 ,5.59 ,97.66 ,48.83 , 
747546828 ,4260.56 ,5.97 ,81.38 ,28.19 , 
747631324 ,4262.17 ,4.25 ,97.66 ,48.83 , 
747715790 ,4266.62 ,7.71 ,81.38 ,101.64 , 
747800318 ,4261.77 ,10.30 ,65.10 ,28.19 , 
747884808 ,4263.79 ,6.75 ,113.93 ,56.38 , 
747969280 ,4262.17 ,4.25 ,130.21 ,101.64 , 
748053786 ,4256.53 ,2.09 ,97.66 ,48.83 , 
748138210 ,4265.00 ,9.47 ,130.21 ,112.76 , 
748222740 ,4259.35 ,2.79 ,179.04 ,149.17 , 
748307246 ,4260.96 ,8.92 ,146.48 ,129.19 , 
748391704 ,4262.17 ,4.89 ,195.31 ,129.19 , 
748476216 ,4257.33 ,0.70 ,113.93 ,28.19 , 
748560660 ,4260.56 ,4.89 ,81.38 ,56.38 , 
748645108 ,4263.38 ,6.89 ,179.04 ,149.17 , 
748729638 ,4253.71 ,4.24 ,130.21 ,149.17 , 
748814130 ,4260.56 ,4.89 ,113.93 ,122.88 , 
748898612 ,4260.56 ,4.89 ,179.04 ,122.88 , 
748983094 ,4259.35 ,2.79 ,130.21 ,101.64 , 
749067560 ,4265.40 ,6.90 ,48.83 ,48.83 , 
749151952 ,4260.56 ,4.89 ,179.04 ,101.64 , 
749236516 ,4257.73 ,0.00 ,97.66 ,48.83 , 
749320800 ,4260.96 ,5.59 ,97.66 ,48.83 , 
749405416 ,4258.94 ,10.33 ,81.38 ,74.59 , 
749489936 ,4259.35 ,10.14 ,65.10 ,56.38 , 
749574408 ,4256.53 ,2.09 ,113.93 ,156.96 , 
749658904 ,4265.40 ,9.80 ,113.93 ,56.38 , 
749743348 ,4254.51 ,5.57 ,97.66 ,48.83 , 
749827816 ,4261.36 ,6.29 ,81.38 ,28.19 , 
749912298 ,4256.53 ,2.09 ,97.66 ,48.83 , 
749996768 ,4257.73 ,0.00 ,179.04 ,197.34 , 
750081146 ,4260.56 ,9.40 ,162.76 ,156.96 , 
750165772 ,4254.92 ,4.88 ,81.38 ,101.64 , 
750250250 ,4259.75 ,9.78 ,113.93 ,156.96 , 
750334752 ,4260.56 ,9.40 ,48.83 ,0.00 , 
750418994 ,4260.56 ,9.40 ,81.38 ,74.59 , 
750503654 ,4259.35 ,2.79 ,113.93 ,74.59 , 
750588178 ,4260.56 ,8.24 ,81.38 ,28.19 , 
750672622 ,4265.00 ,6.75 ,113.93 ,74.59 , 
750757130 ,4254.51 ,5.57 ,130.21 ,74.59 , 
750841616 ,4260.96 ,5.59 ,65.10 ,74.59 , 
750926078 ,4254.92 ,4.88 ,130.21 ,149.17 , 
751010628 ,4259.35 ,10.14 ,81.38 ,101.64 , 
751095118 ,4259.35 ,10.97 ,146.48 ,169.15 , 
751179630 ,4260.96 ,5.59 ,179.04 ,184.86 , 
751264070 ,4263.38 ,6.89 ,65.10 ,74.59 , 
751348526 ,4260.96 ,5.59 ,162.76 ,122.88 , 
751433062 ,4265.40 ,6.90 ,130.21 ,28.19 , 
751517538 ,4259.35 ,2.79 ,97.66 ,84.57 , 
751601978 ,4265.00 ,10.50 ,146.48 ,48.83 , 
751686482 ,4265.40 ,6.90 ,81.38 ,28.19 , 
751770942 ,4259.35 ,9.08 ,65.10 ,28.19 , 
751855438 ,4263.38 ,6.89 ,162.76 ,122.88 , 
751939974 ,4260.56 ,4.89 ,113.93 ,28.19 , 
752024430 ,4257.73 ,0.00 ,65.10 ,74.59 , 
752108752 ,4256.53 ,2.09 ,81.38 ,56.38 , 
752193372 ,4260.56 ,4.89 ,162.76 ,197.34 , 
752277908 ,4263.79 ,6.75 ,146.48 ,97.66 , 
752362310 ,4265.40 ,6.90 ,97.66 ,84.57 , 
752446756 ,4260.96 ,5.59 ,65.10 ,56.38 , 
752531252 ,4259.35 ,7.39 ,81.38 ,28.19 , 
752615736 ,4263.79 ,6.75 ,162.76 ,122.88 , 
752700250 ,4260.96 ,5.59 ,146.48 ,129.19 , 
752784700 ,4257.73 ,0.00 ,97.66 ,169.15 , 
752869016 ,4260.96 ,5.59 ,179.04 ,122.88 , 
752953642 ,4256.53 ,2.09 ,65.10 ,28.19 , 
753038072 ,4263.38 ,7.30 ,97.66 ,97.66 , 
753122502 ,4261.36 ,6.29 ,113.93 ,56.38 , 
753207012 ,4262.57 ,6.41 ,113.93 ,28.19 , 
753291472 ,4265.00 ,4.20 ,113.93 ,56.38 , 
753375940 ,4260.56 ,3.05 ,97.66 ,97.66 , 
753460372 ,4265.81 ,7.11 ,65.10 ,28.19 , 
753544838 ,4259.35 ,1.40 ,162.76 ,56.38 , 
753629334 ,4256.53 ,3.20 ,113.93 ,74.59 , 
753713778 ,4266.62 ,5.74 ,65.10 ,56.38 , 
753798216 ,4264.59 ,6.68 ,65.10 ,28.19 , 
753882656 ,4261.77 ,9.79 ,130.21 ,101.64 , 
753967180 ,4260.96 ,4.58 ,81.38 ,101.64 , 
754051628 ,4260.56 ,7.09 ,179.04 ,225.53 , 
754136098 ,4264.19 ,5.98 ,32.55 ,28.19 , 
754220514 ,4265.81 ,6.68 ,130.21 ,101.64 , 
754305036 ,4262.57 ,8.39 ,16.27 ,56.38 , 
754389442 ,4260.56 ,9.40 ,48.83 ,84.57 , 
754473874 ,4265.00 ,6.75 ,179.04 ,156.96 , 
754558400 ,4263.38 ,6.89 ,146.48 ,212.84 , 
754642854 ,4265.40 ,6.90 ,65.10 ,28.19 , 
754727256 ,4260.96 ,8.92 ,146.48 ,176.05 , 
754811762 ,4268.23 ,2.53 ,162.76 ,112.76 , 
754896246 ,4268.23 ,4.91 ,130.21 ,101.64 , 
754980704 ,4265.40 ,6.90 ,162.76 ,156.96 , 
755065128 ,4266.62 ,7.71 ,81.38 ,56.38 , 
755149540 ,4260.96 ,5.59 ,179.04 ,225.53 , 
755234034 ,4261.77 ,5.04 ,130.21 ,74.59 , 
755318472 ,4264.59 ,6.89 ,97.66 ,84.57 , 
755402862 ,4265.81 ,7.11 ,309.24 ,184.86 , 
755487380 ,4262.17 ,5.72 ,97.66 ,48.83 , 
755571770 ,4268.64 ,4.21 ,146.48 ,97.66 , 
755656252 ,4264.59 ,6.10 ,81.38 ,56.38 , 
755740694 ,4260.96 ,7.78 ,130.21 ,74.59 , 
755825172 ,4263.38 ,6.67 ,179.04 ,101.64 , 
755909638 ,4265.40 ,6.90 ,146.48 ,176.05 , 
755994072 ,4260.96 ,5.59 ,65.10 ,74.59 , 
756078504 ,4258.94 ,3.20 ,195.31 ,48.83 , 
756162940 ,4265.00 ,6.75 ,65.10 ,56.38 , 
756247364 ,4269.85 ,2.11 ,81.38 ,28.19 , 
756331834 ,4263.79 ,5.28 ,130.21 ,140.95 , 
756416356 ,4258.94 ,2.09 ,130.21 ,56.38 , 
756500762 ,4260.56 ,9.40 ,97.66 ,48.83 , 
756585170 ,4257.73 ,0.00 ,179.04 ,149.17 , 
756669544 ,4265.81 ,10.17 ,162.76 ,122.88 , 
756754164 ,4261.77 ,8.24 ,146.48 ,129.19 , 
756838598 ,4264.19 ,6.68 ,113.93 ,28.19 , 
756923004 ,4261.77 ,9.41 ,81.38 ,101.64 , 
757007470 ,4260.96 ,4.58 ,81.38 ,28.19 , 
757091912 ,4260.96 ,8.76 ,32.55 ,56.38 , 
757176362 ,4260.15 ,2.42 ,146.48 ,169.15 , 
757260856 ,4261.77 ,3.89 ,162.76 ,122.88 , 
757345306 ,4262.57 ,7.37 ,211.59 ,171.48 , 
757429758 ,4261.36 ,6.29 ,162.76 ,74.59 , 
757514184 ,4269.04 ,2.53 ,65.10 ,74.59 , 
757598632 ,4258.94 ,2.09 ,130.21 ,28.19 , 
757683102 ,4265.40 ,6.90 ,113.93 ,156.96 , 
757767568 ,4265.00 ,6.75 ,97.66 ,129.19 , 
757852002 ,4263.79 ,5.28 ,48.83 ,84.57 , 
757936436 ,4259.35 ,2.79 ,146.48 ,169.15 , 
758020962 ,4260.96 ,5.59 ,65.10 ,28.19 , 
758105344 ,4266.62 ,7.71 ,211.59 ,197.34 , 
758189850 ,4265.40 ,6.90 ,162.76 ,203.29 , 
758274304 ,4261.77 ,5.04 ,113.93 ,74.59 , 
758358748 ,4260.56 ,1.85 ,130.21 ,149.17 , 
758443196 ,4265.81 ,9.11 ,81.38 ,28.19 , 
758527608 ,4262.57 ,7.56 ,130.21 ,140.95 , 
758612092 ,4260.15 ,6.05 ,48.83 ,48.83 , 
758696470 ,4260.15 ,3.20 ,162.76 ,171.48 , 
758781010 ,4261.36 ,8.47 ,81.38 ,56.38 , 
758865414 ,4263.38 ,5.60 ,97.66 ,48.83 , 
758949852 ,4261.36 ,5.28 ,146.48 ,129.19 , 
759034362 ,4266.21 ,10.58 ,130.21 ,140.95 , 
759118852 ,4263.79 ,6.75 ,130.21 ,101.64 , 
759203266 ,4265.00 ,6.75 ,113.93 ,56.38 , 
759287700 ,4260.96 ,5.59 ,97.66 ,129.19 , 
759372150 ,4263.79 ,8.48 ,130.21 ,101.64 , 
759456618 ,4263.79 ,6.75 ,130.21 ,140.95 , 
759541098 ,4260.56 ,4.89 ,130.21 ,28.19 , 
759625538 ,4262.17 ,7.69 ,162.76 ,122.88 , 
759710002 ,4260.56 ,4.89 ,179.04 ,140.95 , 
759794456 ,4260.56 ,4.89 ,97.66 ,129.19 , 
759878896 ,4267.83 ,5.61 ,227.87 ,156.96 , 
759963362 ,4262.57 ,9.91 ,146.48 ,84.57 , 
760047780 ,4265.81 ,6.23 ,146.48 ,84.57 , 
760132242 ,4265.00 ,6.30 ,113.93 ,101.64 , 
760216718 ,4260.15 ,2.42 ,48.83 ,0.00 , 
760300944 ,4266.21 ,6.76 ,113.93 ,28.19 , 
760385606 ,4262.57 ,7.37 ,48.83 ,48.83 , 
760470030 ,4262.17 ,5.72 ,97.66 ,48.83 , 
760554494 ,4261.36 ,4.36 ,97.66 ,48.83 , 
760638958 ,4269.45 ,9.20 ,113.93 ,28.19 , 
760723442 ,4261.36 ,8.47 ,179.04 ,140.95 , 
760807926 ,4261.77 ,6.99 ,65.10 ,28.19 , 
760892344 ,4259.35 ,7.39 ,179.04 ,184.86 , 
760976836 ,4268.23 ,4.91 ,162.76 ,149.17 , 
761061298 ,4265.40 ,6.90 ,65.10 ,28.19 , 
761145686 ,4262.17 ,7.69 ,48.83 ,48.83 , 
761230140 ,4260.96 ,5.59 ,81.38 ,74.59 , 
761314628 ,4260.96 ,5.59 ,65.10 ,28.19 , 
761399110 ,4263.79 ,6.75 ,162.76 ,156.96 , 
761483592 ,4260.56 ,4.89 ,97.66 ,48.83 , 
761567990 ,4269.45 ,2.81 ,130.21 ,149.17 , 
761652516 ,4259.35 ,7.09 ,113.93 ,112.76 , 
761736978 ,4263.38 ,6.89 ,162.76 ,156.96 , 
761821426 ,4261.77 ,8.06 ,32.55 ,28.19 , 
761905822 ,4263.79 ,8.48 ,48.83 ,0.00 , 
761990098 ,4265.81 ,6.23 ,162.76 ,197.34 , 
